Position,First Name,Last Name,Age,Worth,Gender_cat,Source,Country,Image
1028,Jose,Cutrale,71,2.4 BUSD,Not Available,Food and Beverage  ==> orange juice,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b8b324bbe6f2652f4f0a4/416x416.jpg?background=000000&cropX1=334&cropX2=2327&cropY1=9&cropY2=2000
1029,Jai,Dalmia,0,2.4 BUSD,Male,Manufacturing  ==> cement,India,https://specials-images.forbesimg.com/imageserve/59cc130131358e542c02fbb3/416x416.jpg?background=000000&cropX1=23&cropX2=3648&cropY1=821&cropY2=4448
1030,Bergit,Douglas,71,2.4 BUSD,Female,Food and Beverage  ==> consumer goods,Germany,https://specials-images.forbesimg.com/imageserve/413522d9d9bee09400dc7128d02fff17/416x416.jpg?background=000000&cropX1=124&cropX2=736&cropY1=5&cropY2=617
1031,Alfredo,Egydio arruda villela filho,48,2.4 BUSD,Not Available,Finance and Investments  ==> banking,Brazil,https://specials-images.forbesimg.com/imageserve/413522d9d9bee09400dc7128d02fff17/416x416.jpg?background=000000&cropX1=124&cropX2=736&cropY1=5&cropY2=617
1032,Marcel,Erni,53,2.4 BUSD,Male,Finance and Investments  ==> private equity,Switzerland,https://specials-images.forbesimg.com/imageserve/413522d9d9bee09400dc7128d02fff17/416x416.jpg?background=000000&cropX1=124&cropX2=736&cropY1=5&cropY2=617
1033,Andre,Esteves,49,2.4 BUSD,Male,Finance and Investments  ==> banking,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b7b534bbe6f2652f4ee88/416x416.jpg?background=000000&cropX1=17&cropX2=2680&cropY1=6&cropY2=2667
1034,Carlo,Fidani,63,2.4 BUSD,Not Available,Real Estate  ==> real estate,Canada,https://specials-images.forbesimg.com/imageserve/b5db05ee754e520e9b3e3c6b12abd1a5/416x416.jpg?background=000000&cropX1=76&cropX2=673&cropY1=27&cropY2=625
1035,Abhay,Firodia,73,2.4 BUSD,Male,Automotive  ==> automobiles,India,https://specials-images.forbesimg.com/imageserve/59cc11ab31358e542c02fafe/416x416.jpg?background=000000&cropX1=15&cropX2=2141&cropY1=15&cropY2=2140
1036,Alfred,Gantner,50,2.4 BUSD,Male,Finance and Investments  ==> private equity,Switzerland,https://specials-images.forbesimg.com/imageserve/5a81234e4bbe6f2652f54602/416x416.jpg?background=000000&cropX1=726&cropX2=4430&cropY1=0&cropY2=3702
1037,Geng,Geng,55,2.4 BUSD,Not Available,Real Estate  ==> real estate,China,https://specials-images.forbesimg.com/imageserve/fc83e75cfd66a510511d074e06658adc/416x416.jpg?background=000000&cropX1=0&cropX2=709&cropY1=52&cropY2=761
1038,Mitchell,Goldhar,56,2.4 BUSD,Male,Real Estate  ==> real estate,Canada,https://specials-images.forbesimg.com/imageserve/5a7bb1184bbe6f2652f4f38a/416x416.jpg?background=000000&cropX1=14&cropX2=2141&cropY1=478&cropY2=2607
1039,Hortensia,Herrero,68,2.4 BUSD,Not Available,Fashion & Retail  ==> supermarkets,Spain,https://specials-images.forbesimg.com/imageserve/5a811031a7ea43169013400b/416x416.jpg?background=000000&cropX1=2618&cropX2=3775&cropY1=1379&cropY2=2536
1040,Michael,Hintze,64,2.4 BUSD,Male,Finance and Investments  ==> investment,Australia,https://specials-images.forbesimg.com/imageserve/5ac95828a7ea432fbc1e59a5/416x416.jpg?background=000000&cropX1=914&cropX2=2497&cropY1=445&cropY2=2027
1041,Igor,Kesaev,51,2.4 BUSD,Male,"Fashion & Retail  ==> tobacco distribution, retail",Russia,https://specials-images.forbesimg.com/imageserve/58a263294bbe6f0e5586ba56/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=64&cropY2=807
1042,Koon,Koon,57,2.4 BUSD,Male,Manufacturing  ==> aluminum,Malaysia,https://specials-images.forbesimg.com/imageserve/5a9553d131358e79a28a60e0/416x416.jpg?background=000000&cropX1=33&cropX2=1054&cropY1=245&cropY2=1267
1043,Hermann,Langness,65,2.4 BUSD,Not Available,Food and Beverage  ==> retail,Germany,https://specials-images.forbesimg.com/imageserve/5a9553d131358e79a28a60e0/416x416.jpg?background=000000&cropX1=33&cropX2=1054&cropY1=245&cropY2=1267
1044,Li,Li,54,2.4 BUSD,Not Available,Technology  ==> software,China,https://specials-images.forbesimg.com/imageserve/5a9553d131358e79a28a60e0/416x416.jpg?background=000000&cropX1=33&cropX2=1054&cropY1=245&cropY2=1267
1045,Alexander,Mamut,58,2.4 BUSD,Male,Finance and Investments  ==> investments,Russia,https://specials-images.forbesimg.com/imageserve/5a8089c7a7ea431690133978/416x416.jpg?background=000000&cropX1=858&cropX2=2972&cropY1=99&cropY2=2214
1046,Joao,Marinho,64,2.4 BUSD,Not Available,Media & Entertainment  ==> media,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b7fd231358e4955acddb8/416x416.jpg?background=000000&cropX1=234&cropX2=1084&cropY1=2&cropY2=853
1047,Drayton,Mclane,81,2.4 BUSD,Male,"Fashion & Retail  ==> Wal-Mart, logistics",United States,https://specials-images.forbesimg.com/imageserve/59de73b04bbe6f37dda057e7/416x416.jpg?background=000000&cropX1=819&cropX2=2165&cropY1=347&cropY2=1693
1048,Patrice,Motsepe,56,2.4 BUSD,Not Available,Metals & Mining  ==> mining,South Africa,https://specials-images.forbesimg.com/imageserve/5a80fe9aa7ea431690133f53/416x416.jpg?background=000000&cropX1=13&cropX2=1397&cropY1=236&cropY2=1619
1049,Alfred,Oetker,51,2.4 BUSD,Male,Fashion & Retail  ==> consumer goods,Germany,https://specials-images.forbesimg.com/imageserve/5a7e0642a7ea431690131d18/416x416.jpg?background=000000&cropX1=1&cropX2=560&cropY1=74&cropY2=633
1050,August,Oetker,74,2.4 BUSD,Not Available,Fashion & Retail  ==> consumer goods,Germany,https://specials-images.forbesimg.com/imageserve/5a7e07b031358e4955ad0ca8/416x416.jpg?background=000000&cropX1=4&cropX2=1108&cropY1=64&cropY2=1169
1051,Carl,Oetker,45,2.4 BUSD,Male,Fashion & Retail  ==> consumer goods,Germany,https://specials-images.forbesimg.com/imageserve/5a7e0dda31358e4955ad0e11/416x416.jpg?background=000000&cropX1=886&cropX2=3401&cropY1=293&cropY2=2806
1052,Christian,Oetker,70,2.4 BUSD,Male,Fashion & Retail  ==> consumer goods,Germany,https://specials-images.forbesimg.com/imageserve/5a7e0dda31358e4955ad0e11/416x416.jpg?background=000000&cropX1=886&cropX2=3401&cropY1=293&cropY2=2806
1053,Julia,Oetker,39,2.4 BUSD,Female,Fashion & Retail  ==> consumer goods,Germany,https://specials-images.forbesimg.com/imageserve/5a7e1aa031358e4955ad1098/416x416.jpg?background=000000&cropX1=12&cropX2=2712&cropY1=490&cropY2=3189
1054,Richard,Oetker,67,2.4 BUSD,Male,Fashion & Retail  ==> consumer goods,Germany,https://specials-images.forbesimg.com/imageserve/5a7e3bd231358e4955ad12cf/416x416.jpg?background=000000&cropX1=1253&cropX2=4424&cropY1=21&cropY2=3192
1055,Daniel,Pritzker,58,2.4 BUSD,Male,"Service  ==> hotels, investments",USA,https:http://specials-images.forbesimg.com/imageserve/1788ff3eca5d8941d3b38c5bb28f8f6c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=56&cropY2=800
1056,John,Pritzker,65,2.4 BUSD,Male,"Finance and Investments  ==> hotels, investments",United States,https://specials-images.forbesimg.com/imageserve/59dd9070a7ea436b47b3aff2/416x416.jpg?background=000000&cropX1=467&cropX2=1318&cropY1=77&cropY2=928
1057,Nevaldo,Rocha,88,2.4 BUSD,Male,Fashion & Retail  ==> retail,Brazil,https://specials-images.forbesimg.com/imageserve/20107223316710d6afbd0e97ce816916/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=121&cropY2=865
1058,Luigi,Rovati,89,2.4 BUSD,Not Available,Healthcare  ==> pharmaceuticals,Italy,https://specials-images.forbesimg.com/imageserve/589f9c33a7ea431f32194ce6/416x416.jpg?background=000000&cropX1=3&cropX2=573&cropY1=2&cropY2=572
1059,Ferit,Sahenk,54,2.4 BUSD,Male,Diversified  ==> diversified,Turkey,https://specials-images.forbesimg.com/imageserve/5a81480731358e4955ad32d9/416x416.jpg?background=000000&cropX1=0&cropX2=798&cropY1=2&cropY2=800
1060,Rosely,Schweizer,77,2.4 BUSD,Female,Fashion & Retail  ==> consumer goods,Germany,https://specials-images.forbesimg.com/imageserve/5a7e408a31358e4955ad1304/416x416.jpg?background=000000&cropX1=4&cropX2=1656&cropY1=82&cropY2=1734
1061,Eric,Smidt,58,2.4 BUSD,Male,Fashion & Retail  ==> hardware stores,United States,https://specials-images.forbesimg.com/imageserve/59b00d1da7ea434a34f36956/416x416.jpg?background=000000&cropX1=168&cropX2=3712&cropY1=634&cropY2=4180
1062,Alexander,Spanos,94,2.4 BUSD,Not Available,"Sports  ==> real estate, Los Angeles Chargers",United States,https:http://specials-images.forbesimg.com/imageserve/3592a67d690ae764a8d815ef56d2fcd8/416x416.jpg?background=000000&cropX1=89&cropX2=669&cropY1=74&cropY2=654
1063,Leena,Tewari,60,2.4 BUSD,Female,Healthcare  ==> pharmaceuticals,India,https://specials-images.forbesimg.com/imageserve/5a7f334a4bbe6f2652f52f6e/416x416.jpg?background=000000&cropX1=76&cropX2=300&cropY1=2&cropY2=226
1064,Tong,Tong,63,2.4 BUSD,Male,Real Estate  ==> real estate,China,https://specials-images.forbesimg.com/imageserve/5a7f334a4bbe6f2652f52f6e/416x416.jpg?background=000000&cropX1=76&cropX2=300&cropY1=2&cropY2=226
1065,Peter,Unger,73,2.4 BUSD,Male,Automotive  ==> auto repair,Germany,https://specials-images.forbesimg.com/imageserve/5a7f334a4bbe6f2652f52f6e/416x416.jpg?background=000000&cropX1=76&cropX2=300&cropY1=2&cropY2=226
1066,Sunny,Varkey,61,2.4 BUSD,Male,Service  ==> education,India,https://specials-images.forbesimg.com/imageserve/59d3db1aa7ea436b47b3627e/416x416.jpg?background=000000&cropX1=1997&cropX2=3163&cropY1=446&cropY2=1612
1067,Urs,Wietlisbach,56,2.4 BUSD,Male,Finance and Investments  ==> private equity,Switzerland,https://specials-images.forbesimg.com/imageserve/56cc2f58e4b062f6b59a4fcd/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=35&cropY2=779
1068,Michael,Ying,68,2.4 BUSD,Not Available,Fashion & Retail  ==> retail,Hong Kong,https://specials-images.forbesimg.com/imageserve/56897d88e4b0ffa7afe8a67f/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=48&cropY2=788
1069,Yu,Yu,56,2.4 BUSD,Male,Service  ==> education,China,https://specials-images.forbesimg.com/imageserve/5a7d1c54a7ea431690130e7f/416x416.jpg?background=000000&cropX1=681&cropX2=2599&cropY1=170&cropY2=2087
1070,Eva,Bucher-haefner,61,2.3 BUSD,Not Available,Technology  ==> Computer Associates,Switzerland,https://specials-images.forbesimg.com/imageserve/5a7d1c54a7ea431690130e7f/416x416.jpg?background=000000&cropX1=681&cropX2=2599&cropY1=170&cropY2=2087
1071,Chen,Chen,52,2.3 BUSD,Male,Real Estate  ==> real estate,China,https://specials-images.forbesimg.com/imageserve/5a7bc51831358e4955ace3a9/416x416.jpg?background=000000&cropX1=6&cropX2=2735&cropY1=955&cropY2=3686
1072,Gustavo,Denegri,82,2.3 BUSD,Male,Healthcare  ==> biotech,Italy,https://specials-images.forbesimg.com/imageserve/6dc3c89409cd980592f213524b3184bb/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=24&cropY2=768
1073,Dermot,Desmond,67,2.3 BUSD,Male,Finance and Investments  ==> finance,Ireland,https://specials-images.forbesimg.com/imageserve/5a7f76b731358e4955ad1cfb/416x416.jpg?background=000000&cropX1=99&cropX2=979&cropY1=44&cropY2=924
1074,Murali,Divi,67,2.3 BUSD,Male,Healthcare  ==> pharmaceuticals,India,https://specials-images.forbesimg.com/imageserve/9839b42fb571122aa4b8bafb23270c90/416x416.jpg?background=000000&cropX1=55&cropX2=696&cropY1=355&cropY2=996
1075,Thomas,Flohr,48,2.3 BUSD,Male,Logistics  ==> VistaJet,Switzerland,https://specials-images.forbesimg.com/imageserve/5a81c02ca7ea431690134bc2/416x416.jpg?background=000000&cropX1=382&cropX2=1089&cropY1=122&cropY2=829
1076,Bernard,Fraisse,61,2.3 BUSD,Not Available,Healthcare  ==> pharmaceuticals,France,https://specials-images.forbesimg.com/imageserve/58c70d5b4bbe6f0e55888018/416x416.jpg?background=000000&cropX1=108&cropX2=623&cropY1=76&cropY2=592
1077,Harsh,Goenka,60,2.3 BUSD,Male,Diversified  ==> diversified,India,https://specials-images.forbesimg.com/imageserve/57d88fc5a7ea430a8a19de14/416x416.jpg?background=000000&cropX1=0&cropX2=596&cropY1=205&cropY2=801
1078,David,Gottesman,92,2.3 BUSD,Male,Finance and Investments  ==> investments,United States,https://specials-images.forbesimg.com/imageserve/56d0c6cde4b0c144a7f65c04/416x416.jpg?background=000000&cropX1=16&cropX2=704&cropY1=6&cropY2=694
1079,Murli,Gyanchandani,0,2.3 BUSD,Male,Manufacturing  ==> Detergents,India,https://specials-images.forbesimg.com/imageserve/56d0c6cde4b0c144a7f65c04/416x416.jpg?background=000000&cropX1=16&cropX2=704&cropY1=6&cropY2=694
1080,Bill,Haslam,59,2.3 BUSD,Not Available,Fashion & Retail  ==> truck stops,United States,https://specials-images.forbesimg.com/imageserve/5a8deca3a7ea431690140e2c/416x416.jpg?background=000000&cropX1=620&cropX2=1454&cropY1=82&cropY2=916
1081,Hu,Hu,55,2.3 BUSD,Male,Healthcare  ==> pharmaceuticals,China,https://specials-images.forbesimg.com/imageserve/5a7cb6284bbe6f2652f508cd/416x416.jpg?background=000000&cropX1=2&cropX2=1125&cropY1=20&cropY2=1144
1082,W.,Hunt,89,2.3 BUSD,Male,Energy  ==> oil,United States,https://specials-images.forbesimg.com/imageserve/8fb2161d3cd11b07d39227faf600d16f/416x416.jpg?background=000000&cropX1=200&cropX2=638&cropY1=11&cropY2=449
1083,Alijan,Ibragimov,64,2.3 BUSD,Male,"Metals & Mining  ==> mining, metals",Kazakhstan,https://specials-images.forbesimg.com/imageserve/5a7fbd0a4bbe6f2652f535a1/416x416.jpg?background=000000&cropX1=1097&cropX2=3120&cropY1=29&cropY2=2051
1084,Bradley,Jacobs,61,2.3 BUSD,Male,Logistics  ==> logistics,United States,https://specials-images.forbesimg.com/imageserve/5a9ee3204bbe6f0fa82788fa/416x416.jpg?background=000000&cropX1=0&cropX2=1200&cropY1=23&cropY2=1224
1085,Brad,Kelley,61,2.3 BUSD,Not Available,Real Estate  ==> tobacco,United States,https:http://specials-images.forbesimg.com/imageserve/5520633fa27facb88417bcf9fb84cd37/416x416.jpg?background=000000&cropX1=0&cropX2=1312&cropY1=209&cropY2=1520
1086,Vinod,Khosla,63,2.3 BUSD,Male,Technology  ==> venture capital,United States,https://specials-images.forbesimg.com/imageserve/ae82f9419aa536b885e3bfd12cced2db/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=77&cropY2=821
1087,Stephen,Lansdown,65,2.3 BUSD,Male,Finance and Investments  ==> financial services,Guernsey,https://specials-images.forbesimg.com/imageserve/5a7e64044bbe6f2652f52a39/416x416.jpg?background=000000&cropX1=16&cropX2=4188&cropY1=215&cropY2=4388
1088,Martin,Lau,45,2.3 BUSD,Not Available,Technology  ==> e-commerce,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a7e720a31358e4955ad146c/416x416.jpg?background=000000&cropX1=86&cropX2=1956&cropY1=11&cropY2=1882
1089,Lee,Lee,77,2.3 BUSD,Male,"Construction & Engineering  ==> construction, real estate",South Korea,https://specials-images.forbesimg.com/imageserve/5b15af1c31358e612fbb1f30/416x416.jpg?background=000000&cropX1=210&cropX2=1343&cropY1=3&cropY2=1137
1090,Lin,Lin,55,2.3 BUSD,Male,Finance and Investments  ==> investments,China,https://specials-images.forbesimg.com/imageserve/58c338ac4bbe6f0e55885d28/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=118&cropY2=862
1091,Kenneth,Lo,79,2.3 BUSD,Male,Finance and Investments  ==> textiles,United Kingdom,https://specials-images.forbesimg.com/imageserve/488211fe194aaed20856f45fa49dde17/416x416.jpg?background=000000&cropX1=42&cropX2=615&cropY1=73&cropY2=647
1092,Alexander,Machkevich,64,2.3 BUSD,Male,"Metals & Mining  ==> mining, metals",Israel,https://specials-images.forbesimg.com/imageserve/5a7f7a2931358e4955ad1d10/416x416.jpg?background=000000&cropX1=880&cropX2=3526&cropY1=6&cropY2=2650
1093,Clayton,Mathile,77,2.3 BUSD,Not Available,Food and Beverage  ==> pet food,USA,https://specials-images.forbesimg.com/imageserve/6baeba7b35427c8c258c195dd674a0f7/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=37&cropY2=781
1094,Stanley,Perron,95,2.3 BUSD,Male,"Real Estate  ==> real estate, retail",Australia,https://specials-images.forbesimg.com/imageserve/59f746ada7ea436b47b488f3/416x416.jpg?background=000000&cropX1=570&cropX2=3215&cropY1=11&cropY2=2658
1095,J.,Ricketts,76,2.3 BUSD,Male,Finance and Investments  ==> TD Ameritrade,United States,https://specials-images.forbesimg.com/imageserve/5601b0d6e4b0ffa7afe4f3b6/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=61&cropY2=805
1096,Dirk,Rossmann,71,2.3 BUSD,Male,Fashion & Retail  ==> drugstores,Germany,https://specials-images.forbesimg.com/imageserve/5a7e0f93a7ea431690131f59/416x416.jpg?background=000000&cropX1=6&cropX2=2740&cropY1=6&cropY2=2743
1097,Filiz,Sahenk,51,2.3 BUSD,Female,Diversified  ==> diversified,Turkey,https://specials-images.forbesimg.com/imageserve/5a70dd074bbe6f2652f40843/416x416.jpg?background=000000&cropX1=101&cropX2=1676&cropY1=0&cropY2=1577
1098,Dan,Snyder,53,2.3 BUSD,Not Available,Sports  ==> Washington Redskins,United States,https://specials-images.forbesimg.com/imageserve/5a8dfbb4a7ea431690141073/416x416.jpg?background=000000&cropX1=231&cropX2=1779&cropY1=168&cropY2=1716
1099,Peter,Spuhler,58,2.3 BUSD,Male,Manufacturing  ==> train cars,Switzerland,https://specials-images.forbesimg.com/imageserve/5a85ef7ca7ea431690139eb6/416x416.jpg?background=000000&cropX1=273&cropX2=1396&cropY1=401&cropY2=1525
1100,Tang,Tang,84,2.3 BUSD,Male,Fashion & Retail  ==> fashion retail,Hong Kong,https://specials-images.forbesimg.com/imageserve/ee23fdb58f29cd8fe57e874e89eea4ff/416x416.jpg?background=000000&cropX1=35&cropX2=678&cropY1=124&cropY2=767
1101,John,Tyson,64,2.3 BUSD,Male,Food and Beverage  ==> food processing,United States,https://specials-images.forbesimg.com/imageserve/a0e8dcd55a90fd107542753485c116c1/416x416.jpg?background=000000&cropX1=100&cropX2=639&cropY1=27&cropY2=567
1102,Wong,Wong,53,2.3 BUSD,Male,Manufacturing  ==> furniture,Hong Kong,https://specials-images.forbesimg.com/imageserve/0496cb8be3f7b612e9e536e97daaa2fd/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=24&cropY2=768
1103,Lia,Aguiar,80,2.2 BUSD,Not Available,Finance and Investments  ==> banking,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b8ca54bbe6f2652f4f0ad/416x416.jpg?background=000000&cropX1=2101&cropX2=3749&cropY1=1188&cropY2=2836
1104,Aziz,Akhannouch,57,2.2 BUSD,Male,"Diversified  ==> petroleum, diversified",Morocco,https://specials-images.forbesimg.com/imageserve/5a7fd2694bbe6f2652f536c4/416x416.jpg?background=000000&cropX1=238&cropX2=2345&cropY1=5&cropY2=2114
1105,Ron,Baron,75,2.2 BUSD,Male,Finance and Investments  ==> money management,United States,https://specials-images.forbesimg.com/imageserve/988a2396e97fe1c950b4a8a983f17c8d/416x416.jpg?background=000000&cropX1=64&cropX2=623&cropY1=2&cropY2=561
1106,Shyam,Bhartia,65,2.2 BUSD,Male,Diversified  ==> Diversified,India,https://specials-images.forbesimg.com/imageserve/55f78925e4b0ffa7afe494ac/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=45&cropY2=788
1107,Timothy,Boyle,68,2.2 BUSD,Not Available,Fashion & Retail  ==> Columbia Sportswear,United States,https://specials-images.forbesimg.com/imageserve/5a8dfe9c4bbe6f2652f62d5b/416x416.jpg?background=000000&cropX1=934&cropX2=3445&cropY1=814&cropY2=3325
1108,Tatiana,Casiraghi,33,2.2 BUSD,Female,Food and Beverage  ==> beer,Monaco,https://specials-images.forbesimg.com/imageserve/5a7fd156a7ea4316901331b3/416x416.jpg?background=000000&cropX1=4&cropX2=1489&cropY1=37&cropY2=1522
1109,Chan,Chan,0,2.2 BUSD,Female,Real Estate  ==> real estate,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a7fd156a7ea4316901331b3/416x416.jpg?background=000000&cropX1=4&cropX2=1489&cropY1=37&cropY2=1522
1110,Chase,Coleman,43,2.2 BUSD,Male,Finance and Investments  ==> hedge fund,United States,https://specials-images.forbesimg.com/imageserve/59d6653f31358e542c035e9c/416x416.jpg?background=000000&cropX1=1057&cropX2=2137&cropY1=315&cropY2=1396
1111,Mark,Coombs,57,2.2 BUSD,Male,Finance and Investments  ==> finance,United Kingdom,https://specials-images.forbesimg.com/imageserve/59d6653f31358e542c035e9c/416x416.jpg?background=000000&cropX1=1057&cropX2=2137&cropY1=315&cropY2=1396
1112,James,Coulter,58,2.2 BUSD,Male,Finance and Investments  ==> private equity,United States,https://specials-images.forbesimg.com/imageserve/59de48ea31358e542c039b77/416x416.jpg?background=000000&cropX1=280&cropX2=2949&cropY1=0&cropY2=2667
